symbol,name,yahoo_symbol
SRF,SRF Limited,SRF.NS
SRGHFL,SRG Housing Finance Limited,SRGHFL.NS
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD.NS
SRM,SRM Contractors Limited,SRM.NS
SRPL,Shree Ram Proteins Limited,SRPL.NS
SSDL,Saraswati Saree Depot Limited,SSDL.NS
SSWL,Steel Strips Wheels Limited,SSWL.NS
STALLION,Stallion India Fluorochemicals Limited,STALLION.NS
STANLEY,Stanley Lifestyles Limited,STANLEY.NS
STAR,Strides Pharma Science Limited,STAR.NS
STARCEMENT,Star Cement Limited,STARCEMENT.NS
STARHEALTH,Star Health and Allied Insurance Company Limited,STARHEALTH.NS
STARPAPER,Star Paper Mills Limited,STARPAPER.NS
STARTECK,Starteck Finance Limited,STARTECK.NS
STCINDIA,The State Trading Corporation of India Limited,STCINDIA.NS
STEELCAS,Steelcast Limited,STEELCAS.NS
STEELCITY,Steel City Securities Limited,STEELCITY.NS
STEELXIND,STEEL EXCHANGE INDIA LIMITED,STEELXIND.NS
STEL,Stel Holdings Limited,STEL.NS
STERTOOLS,Sterling Tools Limited,STERTOOLS.NS
STLNETWORK,STL Networks Limited,STLNETWORK.NS
STLTECH,Sterlite Technologies Limited,STLTECH.NS
STOVEKRAFT,Stove Kraft Limited,STOVEKRAFT.NS
STUDDS,Studds Accessories Limited,STUDDS.NS
STYL,Seshaasai Technologies Limited,STYL.NS
STYLAMIND,Stylam Industries Limited,STYLAMIND.NS
STYLEBAAZA,Baazar Style Retail Limited,STYLEBAAZA.NS
STYRENIX,Styrenix Performance Materials Limited,STYRENIX.NS
SUBEXLTD,Subex Limited,SUBEXLTD.NS
SUBROS,Subros Limited,SUBROS.NS
SUDARSCHEM,Sudarshan Chemical Industries Limited,SUDARSCHEM.NS
SUKHJITS,Sukhjit Starch & Chemicals Limited,SUKHJITS.NS
SULA,Sula Vineyards Limited,SULA.NS
SUMEETINDS,Sumeet Industries Limited,SUMEETINDS.NS
SUMICHEM,Sumitomo Chemical India Limited,SUMICHEM.NS
SUMIT,Sumit Woods Limited,SUMIT.NS
SUMMITSEC,Summit Securities Limited,SUMMITSEC.NS
SUNCLAY,Sundaram Clayton Limited,SUNCLAY.NS
SUNDARAM,Sundaram Multi Pap Limited,SUNDARAM.NS
SUNDARMFIN,Sundaram Finance Limited,SUNDARMFIN.NS
SUNDRMBRAK,Sundaram Brake Linings Limited,SUNDRMBRAK.NS
SUNDRMFAST,Sundram Fasteners Limited,SUNDRMFAST.NS
SUNDROP,Sundrop Brands Limited,SUNDROP.NS
SUNFLAG,Sunflag Iron And Steel Company Limited,SUNFLAG.NS
SUNPHARMA,Sun Pharmaceutical Industries Limited,SUNPHARMA.NS
SUNTECK,Sunteck Realty Limited,SUNTECK.NS
SUNTV,Sun TV Network Limited,SUNTV.NS
SUPERHOUSE,Superhouse Limited,SUPERHOUSE.NS
SUPERSPIN,Super Spinning Mills Limited,SUPERSPIN.NS
SUPRAJIT,Suprajit Engineering Limited,SUPRAJIT.NS
SUPREME,Supreme Holdings & Hospitality (India) Limited,SUPREME.NS
SUPREMEENG,Supreme Engineering Limited,SUPREMEENG.NS
SUPREMEIND,Supreme Industries Limited,SUPREMEIND.NS
SUPREMEINF,Supreme Infrastructure India Limited,SUPREMEINF.NS
SUPRIYA,Supriya Lifescience Limited,SUPRIYA.NS
SURAJEST,Suraj Estate Developers Limited,SURAJEST.NS
SURAJLTD,Suraj Limited,SURAJLTD.NS
SURAKSHA,Suraksha Diagnostic Limited,SURAKSHA.NS
SURANASOL,Surana Solar Limited,SURANASOL.NS
SURANAT&P,Surana Telecom and Power Limited,SURANAT&P.NS
SURYALAXMI,Suryalakshmi Cotton Mills Limited,SURYALAXMI.NS
SURYAROSNI,Surya Roshni Limited,SURYAROSNI.NS
SURYODAY,Suryoday Small Finance Bank Limited,SURYODAY.NS
SUTLEJTEX,Sutlej Textiles and Industries Limited,SUTLEJTEX.NS
SUVEN,Suven Life Sciences Limited,SUVEN.NS
SUVIDHAA,Suvidhaa Infoserve Limited,SUVIDHAA.NS
SUYOG,Suyog Telematics Limited,SUYOG.NS
SUZLON,Suzlon Energy Limited,SUZLON.NS
SVLL,Shree Vasu Logistics Limited,SVLL.NS
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,SVPGLOB.NS
SWANCORP,SWAN CORP LIMITED,SWANCORP.NS
SWARAJENG,Swaraj Engines Limited,SWARAJENG.NS
SWELECTES,Swelect Energy Systems Limited,SWELECTES.NS
SWIGGY,Swiggy Limited,SWIGGY.NS
SWSOLAR,Sterling and Wilson Renewable Energy Limited,SWSOLAR.NS
SYMPHONY,Symphony Limited,SYMPHONY.NS
SYNCOMF,Syncom Formulations (India) Limited,SYNCOMF.NS
SYNGENE,Syngene International Limited,SYNGENE.NS
SYRMA,Syrma SGS Technology Limited,SYRMA.NS
SYSTMTXC,Systematix Corporate Services Limited,SYSTMTXC.NS
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,TAINWALCHM.NS
TAJGVK,Taj GVK Hotels & Resorts Limited,TAJGVK.NS
TAKE,Take Solutions Limited,TAKE.NS
TALBROAUTO,Talbros Automotive Components Limited,TALBROAUTO.NS
TANLA,Tanla Platforms Limited,TANLA.NS
TARACHAND,Tara Chand InfraLogistic Solutions Limited,TARACHAND.NS
TARAPUR,Tarapur Transformers Limited,TARAPUR.NS
TARC,TARC Limited,TARC.NS
TARIL,Transformers And Rectifiers (India) Limited,TARIL.NS
TARMAT,Tarmat Limited,TARMAT.NS
TARSONS,Tarsons Products Limited,TARSONS.NS
TASTYBITE,Tasty Bite Eatables Limited,TASTYBITE.NS
TATACAP,Tata Capital Limited,TATACAP.NS
TATACHEM,Tata Chemicals Limited,TATACHEM.NS
TATACOMM,Tata Communications Limited,TATACOMM.NS
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM.NS
TATAELXSI,Tata Elxsi Limited,TATAELXSI.NS
TATAINVEST,Tata Investment Corporation Limited,TATAINVEST.NS
TATAPOWER,Tata Power Company Limited,TATAPOWER.NS
TATASTEEL,Tata Steel Limited,TATASTEEL.NS
TATATECH,Tata Technologies Limited,TATATECH.NS
TATVA,Tatva Chintan Pharma Chem Limited,TATVA.NS
TBOTEK,TBO Tek Limited,TBOTEK.NS
TBZ,Tribhovandas Bhimji Zaveri Limited,TBZ.NS
TCI,Transport Corporation of India Limited,TCI.NS
TCIEXP,TCI Express Limited,TCIEXP.NS
TCIFINANCE,TCI Finance Limited,TCIFINANCE.NS
TCPLPACK,TCPL Packaging Limited,TCPLPACK.NS
TCS,Tata Consultancy Services Limited,TCS.NS
TDPOWERSYS,TD Power Systems Limited,TDPOWERSYS.NS
TEAMGTY,Team India Guaranty Limited,TEAMGTY.NS
TEAMLEASE,Teamlease Services Limited,TEAMLEASE.NS
TECHM,Tech Mahindra Limited,TECHM.NS
TECHNOE,Techno Electric & Engineering Company Limited,TECHNOE.NS
TECILCHEM,TECIL Chemicals and Hydro Power Limited,TECILCHEM.NS
TEGA,Tega Industries Limited,TEGA.NS
TEJASNET,Tejas Networks Limited,TEJASNET.NS
TEMBO,Tembo Global Industries Limited,TEMBO.NS
TERASOFT,Tera Software Limited,TERASOFT.NS
TEXINFRA,Texmaco Infrastructure & Holdings Limited,TEXINFRA.NS
TEXMOPIPES,Texmo Pipes and Products Limited,TEXMOPIPES.NS
TEXRAIL,Texmaco Rail & Engineering Limited,TEXRAIL.NS
TFCILTD,Tourism Finance Corporation of India Limited,TFCILTD.NS
TFL,Transwarranty Finance Limited,TFL.NS
TGBHOTELS,TGB Banquets And Hotels Limited,TGBHOTELS.NS
THANGAMAYL,Thangamayil Jewellery Limited,THANGAMAYL.NS
THEINVEST,The Investment Trust Of India Limited,THEINVEST.NS
THEJO,Thejo Engineering Limited,THEJO.NS
THELEELA,Leela Palaces Hotels & Resorts Limited,THELEELA.NS
THEMISMED,Themis Medicare Limited,THEMISMED.NS
THERMAX,Thermax Limited,THERMAX.NS
THOMASCOOK,Thomas Cook  (India)  Limited,THOMASCOOK.NS
THOMASCOTT,Thomas Scott (India) Limited,THOMASCOTT.NS
THYROCARE,Thyrocare Technologies Limited,THYROCARE.NS
TI,Tilaknagar Industries Limited,TI.NS
TICL,Twamev Construction and Infrastructure Limited,TICL.NS
TIGERLOGS,Tiger Logistics (India) Limited,TIGERLOGS.NS
TIIL,Technocraft Industries (India) Limited,TIIL.NS
TIINDIA,Tube Investments of India Limited,TIINDIA.NS
TIJARIA,Tijaria Polypipes Limited,TIJARIA.NS
TIL,TIL Limited,TIL.NS
TIMETECHNO,Time Technoplast Limited,TIMETECHNO.NS
TIMKEN,Timken India Limited,TIMKEN.NS
TINNARUBR,Tinna Rubber and Infrastructure Limited,TINNARUBR.NS
TIPSFILMS,Tips Films Limited,TIPSFILMS.NS
TIPSMUSIC,Tips Music Limited,TIPSMUSIC.NS
TIRUMALCHM,Thirumalai Chemicals Limited,TIRUMALCHM.NS
TIRUPATIFL,Tirupati Forge Limited,TIRUPATIFL.NS
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,TITAGARH.NS
TITAN,Titan Company Limited,TITAN.NS
TMB,Tamilnad Mercantile Bank Limited,TMB.NS
TMCV,Tata Motors Limited,TMCV.NS
TMPV,Tata Motors Passenger Vehicles Limited,TMPV.NS
TNPETRO,Tamilnadu PetroProducts Limited,TNPETRO.NS
TNPL,Tamil Nadu Newsprint & Papers Limited,TNPL.NS
TNTELE,Tamilnadu Telecommunication Limited,TNTELE.NS
TOKYOPLAST,Tokyo Plast International Limited,TOKYOPLAST.NS
TOLINS,Tolins Tyres Limited,TOLINS.NS
TORNTPHARM,Torrent Pharmaceuticals Limited,TORNTPHARM.NS
TORNTPOWER,Torrent Power Limited,TORNTPOWER.NS
TOTAL,Total Transport Systems Limited,TOTAL.NS
TOUCHWOOD,Touchwood Entertainment Limited,TOUCHWOOD.NS
TPHQ,Teamo Productions HQ Limited,TPHQ.NS
TPLPLASTEH,TPL Plastech Limited,TPLPLASTEH.NS
TRACXN,Tracxn Technologies Limited,TRACXN.NS
TRANSRAILL,Transrail Lighting Limited,TRANSRAILL.NS
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,TRANSWORLD.NS
TRAVELFOOD,Travel Food Services Limited,TRAVELFOOD.NS
TREEHOUSE,Tree House Education & Accessories Limited,TREEHOUSE.NS
TREJHARA,TREJHARA SOLUTIONS LIMITED,TREJHARA.NS
TREL,Transindia Real Estate Limited,TREL.NS
TRENT,Trent Limited,TRENT.NS
TRF,TRF Limited,TRF.NS
TRIDENT,Trident Limited,TRIDENT.NS
TRIGYN,Trigyn Technologies Limited,TRIGYN.NS
TRITURBINE,Triveni Turbine Limited,TRITURBINE.NS
TRIVENI,Triveni Engineering & Industries Limited,TRIVENI.NS
TRU,TruCap Finance Limited,TRU.NS
TRUALT,TruAlt Bioenergy Limited,TRUALT.NS
TSFINV,TSF INVESTMENTS LIMITED,TSFINV.NS
TTKHLTCARE,TTK Healthcare Limited,TTKHLTCARE.NS
TTKPRESTIG,TTK Prestige Limited,TTKPRESTIG.NS
TTL,T T Limited,TTL.NS
TTML,Tata Teleservices (Maharashtra) Limited,TTML.NS
TVSELECT,TVS Electronics Limited,TVSELECT.NS
TVSHLTD,TVS Holdings Limited,TVSHLTD.NS
TVSMOTOR,TVS Motor Company Limited,TVSMOTOR.NS
TVSSCS,TVS Supply Chain Solutions Limited,TVSSCS.NS
TVSSRICHAK,TVS Srichakra Limited,TVSSRICHAK.NS
TVTODAY,TV Today Network Limited,TVTODAY.NS
TVVISION,TV Vision Limited,TVVISION.NS
UBL,United Breweries Limited,UBL.NS
UCAL,UCAL LIMITED,UCAL.NS
UCOBANK,UCO Bank,UCOBANK.NS
UDS,Updater Services Limited,UDS.NS
UFBL,United Foodbrands Limited,UFBL.NS
UFLEX,UFLEX Limited,UFLEX.NS
UFO,UFO Moviez India Limited,UFO.NS
UGARSUGAR,The Ugar Sugar Works Limited,UGARSUGAR.NS
UGROCAP,Ugro Capital Limited,UGROCAP.NS
UJJIVANSFB,Ujjivan Small Finance Bank Limited,UJJIVANSFB.NS
ULTRACEMCO,UltraTech Cement Limited,ULTRACEMCO.NS
UMAEXPORTS,Uma Exports Limited,UMAEXPORTS.NS
UMESLTD,Usha Martin Education & Solutions Limited,UMESLTD.NS
UMIYA-MRO,UMIYA BUILDCON LIMITED,UMIYA-MRO.NS
UNICHEMLAB,Unichem Laboratories Limited,UNICHEMLAB.NS
UNIDT,United Drilling Tools Limited,UNIDT.NS
UNIECOM,Unicommerce Esolutions Limited,UNIECOM.NS
UNIENTER,Uniphos Enterprises Limited,UNIENTER.NS
UNIINFO,Uniinfo Telecom Services Limited,UNIINFO.NS
UNIMECH,Unimech Aerospace and Manufacturing Limited,UNIMECH.NS
UNIONBANK,Union Bank of India,UNIONBANK.NS
UNIPARTS,Uniparts India Limited,UNIPARTS.NS
UNITDSPR,United Spirits Limited,UNITDSPR.NS
UNITECH,Unitech Limited,UNITECH.NS
UNITEDPOLY,United Polyfab Gujarat Limited,UNITEDPOLY.NS
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,UNITEDTEA.NS
UNIVASTU,Univastu India Limited,UNIVASTU.NS
UNIVCABLES,Universal Cables Limited,UNIVCABLES.NS
UNIVPHOTO,Universus Photo Imagings Limited,UNIVPHOTO.NS
UNOMINDA,UNO Minda Limited,UNOMINDA.NS
UPL,UPL Limited,UPL.NS
URAVIDEF,Uravi Defence and Technology Limited,URAVIDEF.NS
URBANCO,Urban Company Limited,URBANCO.NS
URJA,Urja Global Limited,URJA.NS
USHAMART,Usha Martin Limited,USHAMART.NS
USK,Udayshivakumar Infra Limited,USK.NS
UTIAMC,UTI Asset Management Company Limited,UTIAMC.NS
UTKARSHBNK,Utkarsh Small Finance Bank Limited,UTKARSHBNK.NS
UTTAMSUGAR,Uttam Sugar Mills Limited,UTTAMSUGAR.NS
UYFINCORP,U. Y. Fincorp Limited,UYFINCORP.NS
V2RETAIL,V2 Retail Limited,V2RETAIL.NS
VADILALIND,Vadilal Industries Limited,VADILALIND.NS
VAIBHAVGBL,Vaibhav Global Limited,VAIBHAVGBL.NS
VAISHALI,Vaishali Pharma Limited,VAISHALI.NS
VAKRANGEE,Vakrangee Limited,VAKRANGEE.NS
VALIANTLAB,Valiant Laboratories Limited,VALIANTLAB.NS
VALIANTORG,Valiant Organics Limited,VALIANTORG.NS
VARDHACRLC,Vardhman Acrylics Limited,VARDHACRLC.NS
VARDMNPOLY,Vardhman Polytex Limited,VARDMNPOLY.NS
VARROC,Varroc Engineering Limited,VARROC.NS
VASCONEQ,Vascon Engineers Limited,VASCONEQ.NS
VASWANI,Vaswani Industries Limited,VASWANI.NS
VBL,Varun Beverages Limited,VBL.NS
VCL,Vaxtex Cotfab Limited,VCL.NS
VEDL,Vedanta Limited,VEDL.NS
VEEDOL,Veedol Corporation Limited,VEEDOL.NS
VENKEYS,Venky's (India) Limited,VENKEYS.NS
VENTIVE,Ventive Hospitality Limited,VENTIVE.NS
VENUSPIPES,Venus Pipes & Tubes Limited,VENUSPIPES.NS
VENUSREM,Venus Remedies Limited,VENUSREM.NS
VERANDA,Veranda Learning Solutions Limited,VERANDA.NS
VERTOZ,Vertoz Limited,VERTOZ.NS
VESUVIUS,Vesuvius India Limited,VESUVIUS.NS
VETO,Veto Switchgears And Cables Limited,VETO.NS
VGL,VARVEE GLOBAL LIMITED,VGL.NS
VGUARD,V-Guard Industries Limited,VGUARD.NS
VHL,Vardhman Holdings Limited,VHL.NS
VHLTD,Viceroy Hotels Limited,VHLTD.NS
VIDHIING,Vidhi Specialty Food Ingredients Limited,VIDHIING.NS
VIJAYA,Vijaya Diagnostic Centre Limited,VIJAYA.NS
VIJIFIN,Viji Finance Limited,VIJIFIN.NS
VIKASECO,Vikas EcoTech Limited,VIKASECO.NS
VIKASLIFE,Vikas Lifecare Limited,VIKASLIFE.NS
VIKRAMSOLR,Vikram Solar Limited,VIKRAMSOLR.NS
VIKRAN,Vikran Engineering Limited,VIKRAN.NS
VIMTALABS,Vimta Labs Limited,VIMTALABS.NS
VINATIORGA,Vinati Organics Limited,VINATIORGA.NS
VINCOFE,Vintage Coffee And Beverages Limited,VINCOFE.NS
VINDHYATEL,Vindhya Telelinks Limited,VINDHYATEL.NS
VINEETLAB,Vineet Laboratories Limited,VINEETLAB.NS
VINNY,Vinny Overseas Limited,VINNY.NS
VINYLINDIA,Vinyl Chemicals (India) Limited,VINYLINDIA.NS
VIPCLOTHNG,VIP Clothing Limited,VIPCLOTHNG.NS
VIPIND,VIP Industries Limited,VIPIND.NS
VIPULLTD,Vipul Limited,VIPULLTD.NS
VIRINCHI,Virinchi Limited,VIRINCHI.NS
VISAKAIND,Visaka Industries Limited,VISAKAIND.NS
VISASTEEL,Visa Steel Limited,VISASTEEL.NS
VISHNU,Vishnu Chemicals Limited,VISHNU.NS
VISHWARAJ,Vishwaraj Sugar Industries Limited,VISHWARAJ.NS
VIVIDHA,Visagar Polytex Limited,VIVIDHA.NS
VLEGOV,VL E-Governance & IT Solutions Limited,VLEGOV.NS
VLSFINANCE,VLS Finance Limited,VLSFINANCE.NS
VMART,V-Mart Retail Limited,VMART.NS
VMM,Vishal Mega Mart Limited,VMM.NS
VMSTMT,VMS TMT Limited,VMSTMT.NS
VOLTAMP,Voltamp Transformers Limited,VOLTAMP.NS
VOLTAS,Voltas Limited,VOLTAS.NS
VPRPL,Vishnu Prakash R Punglia Limited,VPRPL.NS
VRAJ,Vraj Iron and Steel Limited,VRAJ.NS
VRLLOG,VRL Logistics Limited,VRLLOG.NS
VSSL,Vardhman Special Steels Limited,VSSL.NS
VSTIND,VST Industries Limited,VSTIND.NS
VSTL,Vibhor Steel Tubes Limited,VSTL.NS
VSTTILLERS,V.S.T Tillers Tractors Limited,VSTTILLERS.NS
VTL,Vardhman Textiles Limited,VTL.NS
WAAREEENER,Waaree Energies Limited,WAAREEENER.NS
WAAREERTL,Waaree Renewable Technologies Limited,WAAREERTL.NS
WABAG,VA Tech Wabag Limited,WABAG.NS
WALCHANNAG,Walchandnagar Industries Limited,WALCHANNAG.NS
WANBURY,Wanbury Limited,WANBURY.NS
WCIL,Western Carriers (India) Limited,WCIL.NS
WEALTH,Wealth First Portfolio Managers Limited,WEALTH.NS
WEBELSOLAR,Websol Energy System Limited,WEBELSOLAR.NS
WEIZMANIND,Weizmann Limited,WEIZMANIND.NS
WEL,Wonder Electricals Limited,WEL.NS
WELCORP,Welspun Corp Limited,WELCORP.NS
WELENT,Welspun Enterprises Limited,WELENT.NS
WELINV,Welspun Investments and Commercials Limited,WELINV.NS
WELSPUNLIV,Welspun Living Limited,WELSPUNLIV.NS
WENDT,Wendt (India) Limited,WENDT.NS
WESTLIFE,WESTLIFE FOODWORLD LIMITED,WESTLIFE.NS
WEWIN,WE WIN LIMITED,WEWIN.NS
WEWORK,WeWork India Management Limited,WEWORK.NS
WHEELS,Wheels India Limited,WHEELS.NS
WHIRLPOOL,Whirlpool of India Limited,WHIRLPOOL.NS
WILLAMAGOR,Williamson Magor & Company Limited,WILLAMAGOR.NS
WINDLAS,Windlas Biotech Limited,WINDLAS.NS
WINDMACHIN,Windsor Machines Limited,WINDMACHIN.NS
WINSOME,Winsome Yarns Limited,WINSOME.NS
WIPL,The Western India Plywoods Limited,WIPL.NS
WIPRO,Wipro Limited,WIPRO.NS
WOCKPHARMA,Wockhardt Limited,WOCKPHARMA.NS
WONDERLA,Wonderla Holidays Limited,WONDERLA.NS
WORTHPERI,Worth Peripherals Limited,WORTHPERI.NS
WSI,W S Industries (I) Limited,WSI.NS
WSTCSTPAPR,West Coast Paper Mills Limited,WSTCSTPAPR.NS
XCHANGING,Xchanging Solutions Limited,XCHANGING.NS
XELPMOC,Xelpmoc Design And Tech Limited,XELPMOC.NS
XPROINDIA,Xpro India Limited,XPROINDIA.NS
XTGLOBAL,Xtglobal Infotech Limited,XTGLOBAL.NS
YASHO,Yasho Industries Limited,YASHO.NS
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,YATHARTH.NS
YATRA,Yatra Online Limited,YATRA.NS
YESBANK,Yes Bank Limited,YESBANK.NS
YUKEN,Yuken India Limited,YUKEN.NS
ZAGGLE,Zaggle Prepaid Ocean Services Limited,ZAGGLE.NS
ZEEL,Zee Entertainment Enterprises Limited,ZEEL.NS
ZEELEARN,Zee Learn Limited,ZEELEARN.NS
ZEEMEDIA,Zee Media Corporation Limited,ZEEMEDIA.NS
ZENITHEXPO,Zenith Exports Limited,ZENITHEXPO.NS
ZENITHSTL,Zenith Steel Pipes & Industries Limited,ZENITHSTL.NS
ZENSARTECH,Zensar Technologies Limited,ZENSARTECH.NS
ZENTEC,Zen Technologies Limited,ZENTEC.NS
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA.NS
ZIMLAB,Zim Laboratories Limited,ZIMLAB.NS
ZODIAC,Zodiac Energy Limited,ZODIAC.NS
ZODIACLOTH,Zodiac Clothing Company Limited,ZODIACLOTH.NS
ZOTA,Zota Health Care LImited,ZOTA.NS
ZUARI,Zuari Agro Chemicals Limited,ZUARI.NS
ZUARIIND,ZUARI INDUSTRIES LIMITED,ZUARIIND.NS
ZYDUSLIFE,Zydus Lifesciences Limited,ZYDUSLIFE.NS
ZYDUSWELL,Zydus Wellness Limited,ZYDUSWELL.NS
